Trinity_geneID	seurat_name	Gene_short_automated	PROST_result	Musser_et_al_2021	Ruperti_et_al_2024	name_type	Zang_et_al_2026	name_source
c112715-g1	c112715-g1 1-to-1 KNTC1 kinetochore associated 1	Kntc1	NA	NA	NA	symbol	Kntc1	Gene_short_automated
c112716-g1	c112716-g1	c112716-g1	NA	NA	NA	trinity_only	c112716-g1	trinity_only
c112717-g1	c112717-g1	c112717-g1	NA	NA	NA	trinity_only	c112717-g1	trinity_only
c112718-g1	c112718-g1	c112718-g1	NA	NA	NA	trinity_only	c112718-g1	trinity_only
c112719-g1	c112719-g1	c112719-g1	NA	NA	NA	trinity_only	c112719-g1	trinity_only
c11272-g1	c11272-g1	c11272-g1	NA	NA	NA	trinity_only	c11272-g1	trinity_only
c112720-g1	c112720-g1 hs-RPL36	Rpl36*	hs-RPL36	NA	NA	symbol	Rpl36*	Gene_short_automated
c112722-g1	c112722-g1	c112722-g1	NA	NA	NA	trinity_only	c112722-g1	trinity_only
c112723-g1	c112723-g1 2-to-2 CORO2A,CORO2B coronin 2A	Coro2a/b	NA	NA	NA	symbol	Coro2a/b	Gene_short_automated
c112724-g1	c112724-g1 RPS6 (40s ribosomal protein s6) - emapper OG	Rps6	hs-RPL13AP3	NA	NA	symbol	Rps6	Gene_short_automated
c112725-g1	c112725-g1	c112725-g1	NA	NA	NA	trinity_only	c112725-g1	trinity_only
c112726-g1	c112726-g1	c112726-g1	NA	NA	NA	trinity_only	c112726-g1	trinity_only
c112728-g1	c112728-g1	c112728-g1	NA	NA	NA	trinity_only	c112728-g1	trinity_only
c112729-g1	c112729-g1	c112729-g1	NA	NA	NA	trinity_only	c112729-g1	trinity_only
c112730-g1	c112730-g1	c112730-g1	NA	NA	NA	trinity_only	c112730-g1	trinity_only
c112731-g1	c112731-g1 hs-SCIMP,LST1,GAPT,SIT1,FAM163B,TRAT1,FAM163A,RHEX,CD..	Scimp*	hs-SCIMP,LST1,GAPT,SIT1,FAM163B,TRAT1,FAM163A,RHEX,CD..	NA	NA	symbol	Scimp*	Gene_short_automated
c112732-g1	c112732-g1	c112732-g1	NA	NA	NA	trinity_only	c112732-g1	trinity_only
c112733-g1	c112733-g1	c112733-g1	NA	NA	NA	trinity_only	c112733-g1	trinity_only
c112734-g1	c112734-g1	c112734-g1	NA	NA	NA	trinity_only	c112734-g1	trinity_only
c112735-g1	c112735-g1	c112735-g1	NA	NA	NA	trinity_only	c112735-g1	trinity_only
c112736-g1	c112736-g1	c112736-g1	NA	NA	NA	trinity_only	c112736-g1	trinity_only
c112737-g1	c112737-g1	c112737-g1	NA	NA	NA	trinity_only	c112737-g1	trinity_only
c112738-g1	c112738-g1 Snorc, Mus musculus	Snorc*	Snorc, Mus musculus	NA	NA	symbol	Snorc*	Gene_short_automated
c112739-g1	c112739-g1	c112739-g1	NA	NA	NA	trinity_only	c112739-g1	trinity_only
c112740-g1	c112740-g1	c112740-g1	NA	NA	NA	trinity_only	c112740-g1	trinity_only
c112741-g1	c112741-g1	c112741-g1	NA	NA	NA	trinity_only	c112741-g1	trinity_only
c112742-g1	c112742-g1 Mboo_1886, Methanoregula boonei (strain DSM 21154 ..	Mboo_1886*	Mboo_1886, Methanoregula boonei (strain DSM 21154 ..	NA	NA	symbol	Mboo_1886*	Gene_short_automated
c112743-g1	c112743-g1	c112743-g1	NA	NA	NA	trinity_only	c112743-g1	trinity_only
c112744-g1	c112744-g1	c112744-g1	NA	NA	NA	trinity_only	c112744-g1	trinity_only
c112745-g1	c112745-g1 hs-GYPC,SMAGP,NCMAP,SMIM33,C3orf18,TNFRSF13C,TMEM154,..	Gypc*	hs-GYPC,SMAGP,NCMAP,SMIM33,C3orf18,TNFRSF13C,TMEM154,..	NA	NA	symbol	Gypc* O	Gene_short_automated+suffix
c112746-g1	c112746-g1	c112746-g1	NA	NA	NA	trinity_only	c112746-g1	trinity_only
c112747-g1	c112747-g1	c112747-g1	NA	NA	NA	trinity_only	c112747-g1	trinity_only
c112748-g1	c112748-g1	c112748-g1	NA	NA	NA	trinity_only	c112748-g1	trinity_only
c112749-g1	c112749-g1	c112749-g1	NA	NA	NA	trinity_only	c112749-g1	trinity_only
c112750-g1	c112750-g1	c112750-g1	NA	NA	NA	trinity_only	c112750-g1	trinity_only
c112751-g1	c112751-g1	c112751-g1	NA	NA	NA	trinity_only	c112751-g1	trinity_only
c112753-g1	c112753-g1	c112753-g1	NA	NA	NA	trinity_only	c112753-g1	trinity_only
c112754-g1	c112754-g1	c112754-g1	NA	NA	NA	trinity_only	c112754-g1	trinity_only
c112755-g1	c112755-g1	c112755-g1	NA	NA	NA	trinity_only	c112755-g1	trinity_only
c112756-g1	c112756-g1	c112756-g1	NA	NA	NA	trinity_only	c112756-g1	trinity_only
c112757-g1	c112757-g1	c112757-g1	NA	NA	NA	trinity_only	c112757-g1	trinity_only
c112758-g1	c112758-g1 CSN3, Mazama americana	Csn3*	CSN3, Mazama americana	NA	NA	symbol	Csn3*	Gene_short_automated
c112759-g1	c112759-g1 BLP1, Candida albicans (strain SC5314 / ATCC MYA-2..	Blp1*	BLP1, Candida albicans (strain SC5314 / ATCC MYA-2..	NA	NA	symbol	Blp1*	Gene_short_automated
c112760-g1	c112760-g1	c112760-g1	NA	NA	NA	trinity_only	c112760-g1	trinity_only
c112761-g1	c112761-g1	c112761-g1	NA	NA	NA	trinity_only	c112761-g1	trinity_only
c112763-g1	c112763-g1 SPBC428.12c, Schizosaccharomyces pombe (strain 972..	Spbc428.12c	SPBC428.12c, Schizosaccharomyces pombe (strain 972..	NA	NA	symbol	Spbc428.12c	Gene_short_automated
c112764-g1	c112764-g1	c112764-g1	NA	NA	NA	trinity_only	c112764-g1	trinity_only
c112765-g1	c112765-g1 RAC1, Cavia porcellus	Rac1*	RAC1, Cavia porcellus	NA	NA	symbol	Rac1*	Gene_short_automated
c112766-g1	c112766-g1	c112766-g1	NA	NA	NA	trinity_only	c112766-g1	trinity_only
c112767-g1	c112767-g1	c112767-g1	NA	NA	NA	trinity_only	c112767-g1	trinity_only
c112768-g1	c112768-g1	c112768-g1	NA	NA	NA	trinity_only	c112768-g1	trinity_only
c112769-g1	c112769-g1	c112769-g1	NA	NA	NA	trinity_only	c112769-g1	trinity_only
c112770-g1	c112770-g1	c112770-g1	NA	NA	NA	trinity_only	c112770-g1	trinity_only
c112771-g1	c112771-g1	c112771-g1	NA	NA	NA	trinity_only	c112771-g1	trinity_only
c112772-g1	c112772-g1 2-to-1 SRSF5 serine and arginine rich splicing factor 5	Srsf5	hs-SREK1,SRSF11,SRSF4,SRSF12	NA	NA	symbol	Srsf5	Gene_short_automated
c112773-g1	c112773-g1 NEURL4 (neuralized E3 ubiquitin protein ligase 4) - blastp	Neurl4	hs-SPSB4,SPSB1,SPSB2,NEURL2,SPRYD7	NA	NA	symbol	Neurl4	Gene_short_automated
c112774-g1	c112774-g1	c112774-g1	NA	NA	NA	trinity_only	c112774-g1	trinity_only
c112775-g1	c112775-g1	c112775-g1	NA	NA	NA	trinity_only	c112775-g1	trinity_only
c112776-g1	c112776-g1	c112776-g1	NA	NA	NA	trinity_only	c112776-g1	trinity_only
c112777-g1	c112777-g1	c112777-g1	NA	NA	NA	trinity_only	c112777-g1	trinity_only
c112778-g1	c112778-g1	c112778-g1	NA	NA	NA	trinity_only	c112778-g1	trinity_only
c112779-g1	c112779-g1	c112779-g1	NA	NA	NA	trinity_only	c112779-g1	trinity_only
c112780-g1	c112780-g1	c112780-g1	NA	NA	NA	trinity_only	c112780-g1	trinity_only
c112781-g1	c112781-g1 BBBI, Hordeum vulgare	Bbbi*	BBBI, Hordeum vulgare	NA	NA	symbol	Bbbi*	Gene_short_automated
c112782-g1	c112782-g1	c112782-g1	NA	NA	NA	trinity_only	c112782-g1	trinity_only
c112783-g1	c112783-g1 1-to-1 UXT ubiquitously expressed prefoldin like chaperone	Uxt	hs-UXT,PFDN5	NA	NA	symbol	Uxt	Gene_short_automated
c112784-g1	c112784-g1	c112784-g1	NA	NA	NA	trinity_only	c112784-g1	trinity_only
c112785-g1	c112785-g1	c112785-g1	NA	NA	NA	trinity_only	c112785-g1	trinity_only
c112786-g1	c112786-g1	c112786-g1	NA	NA	NA	trinity_only	c112786-g1	trinity_only
c112787-g1	c112787-g1	c112787-g1	NA	NA	NA	trinity_only	c112787-g1	trinity_only
c112788-g1	c112788-g1	c112788-g1	NA	NA	NA	trinity_only	c112788-g1	trinity_only
c112789-g1	c112789-g1	c112789-g1	NA	NA	NA	trinity_only	c112789-g1	trinity_only
c112790-g1	c112790-g1	c112790-g1	NA	NA	NA	trinity_only	c112790-g1	trinity_only
c112791-g1	c112791-g1	c112791-g1	NA	NA	NA	trinity_only	c112791-g1	trinity_only
c112792-g1	c112792-g1	c112792-g1	NA	NA	NA	trinity_only	c112792-g1	trinity_only
c112793-g1	c112793-g1 E, Human coronavirus HKU1 (isolate N5)	e*	E, Human coronavirus HKU1 (isolate N5)	NA	NA	symbol	e*	Gene_short_automated
c112794-g1	c112794-g1	c112794-g1	NA	NA	NA	trinity_only	c112794-g1	trinity_only
c112795-g1	c112795-g1	c112795-g1	NA	NA	NA	trinity_only	c112795-g1	trinity_only
c112796-g1	c112796-g1	c112796-g1	NA	NA	NA	trinity_only	c112796-g1	trinity_only
c112797-g1	c112797-g1	c112797-g1	NA	NA	NA	trinity_only	c112797-g1	trinity_only
c112798-g1	c112798-g1	c112798-g1	NA	NA	NA	trinity_only	c112798-g1	trinity_only
c112799-g1	c112799-g1	c112799-g1	NA	NA	NA	trinity_only	c112799-g1	trinity_only
c1128-g1	c1128-g1	c1128-g1	NA	NA	NA	trinity_only	c1128-g1	trinity_only
c112800-g1	c112800-g1	c112800-g1	NA	NA	NA	trinity_only	c112800-g1	trinity_only
c112801-g1	c112801-g1	c112801-g1	NA	NA	NA	trinity_only	c112801-g1	trinity_only
c112802-g1	c112802-g1	c112802-g1	NA	NA	NA	trinity_only	c112802-g1	trinity_only
c112803-g1	c112803-g1	c112803-g1	NA	NA	NA	trinity_only	c112803-g1	trinity_only
c112804-g1	c112804-g1	c112804-g1	NA	NA	NA	trinity_only	c112804-g1	trinity_only
c112805-g1	c112805-g1	c112805-g1	NA	NA	NA	trinity_only	c112805-g1	trinity_only
c112806-g1	c112806-g1	c112806-g1	NA	NA	NA	trinity_only	c112806-g1	trinity_only
c112807-g1	c112807-g1	c112807-g1	NA	NA	NA	trinity_only	c112807-g1	trinity_only
c112808-g1	c112808-g1	c112808-g1	NA	NA	NA	trinity_only	c112808-g1	trinity_only
c112809-g1	c112809-g1	c112809-g1	NA	NA	NA	trinity_only	c112809-g1	trinity_only
c112810-g1	c112810-g1	c112810-g1	NA	NA	NA	trinity_only	c112810-g1	trinity_only
c112811-g1	c112811-g1	c112811-g1	NA	NA	NA	trinity_only	c112811-g1	trinity_only
c112812-g1	c112812-g1	c112812-g1	NA	NA	NA	trinity_only	c112812-g1	trinity_only
c112814-g1	c112814-g1	c112814-g1	NA	NA	NA	trinity_only	c112814-g1	trinity_only
c112815-g1	c112815-g1	c112815-g1	NA	NA	NA	trinity_only	c112815-g1	trinity_only
c112816-g1	c112816-g1	c112816-g1	NA	NA	NA	trinity_only	c112816-g1	trinity_only
c112817-g1	c112817-g1	c112817-g1	NA	NA	NA	trinity_only	c112817-g1	trinity_only
c112818-g1	c112818-g1	c112818-g1	NA	NA	NA	trinity_only	c112818-g1	trinity_only
c112819-g1	c112819-g1	c112819-g1	NA	NA	NA	trinity_only	c112819-g1	trinity_only
c112820-g1	c112820-g1	c112820-g1	NA	NA	NA	trinity_only	c112820-g1	trinity_only
c112821-g1	c112821-g1	c112821-g1	NA	NA	NA	trinity_only	c112821-g1	trinity_only
c112822-g1	c112822-g1	c112822-g1	NA	NA	NA	trinity_only	c112822-g1	trinity_only
c112823-g1	c112823-g1	c112823-g1	NA	NA	NA	trinity_only	c112823-g1	trinity_only
c112824-g1	c112824-g1	c112824-g1	NA	NA	NA	trinity_only	c112824-g1	trinity_only
c112825-g1	c112825-g1	c112825-g1	NA	NA	NA	trinity_only	c112825-g1	trinity_only
c112829-g1	c112829-g1	c112829-g1	NA	NA	NA	trinity_only	c112829-g1	trinity_only
c112830-g1	c112830-g1	c112830-g1	NA	NA	NA	trinity_only	c112830-g1	trinity_only
c112831-g1	c112831-g1	c112831-g1	NA	NA	NA	trinity_only	c112831-g1	trinity_only
c112832-g1	c112832-g1	c112832-g1	NA	NA	NA	trinity_only	c112832-g1	trinity_only
c112833-g1	c112833-g1	c112833-g1	NA	NA	NA	trinity_only	c112833-g1	trinity_only
c112834-g1	c112834-g1	c112834-g1	NA	NA	NA	trinity_only	c112834-g1	trinity_only
c112835-g1	c112835-g1	c112835-g1	NA	NA	NA	trinity_only	c112835-g1	trinity_only
c112836-g1	c112836-g1	c112836-g1	NA	NA	NA	trinity_only	c112836-g1	trinity_only
c112837-g1	c112837-g1	c112837-g1	NA	NA	NA	trinity_only	c112837-g1	trinity_only
c112839-g1	c112839-g1	c112839-g1	NA	NA	NA	trinity_only	c112839-g1	trinity_only
c112840-g1	c112840-g1	c112840-g1	NA	NA	NA	trinity_only	c112840-g1	trinity_only
c112841-g1	c112841-g1	c112841-g1	NA	NA	NA	trinity_only	c112841-g1	trinity_only
c112843-g1	c112843-g1	c112843-g1	NA	NA	NA	trinity_only	c112843-g1	trinity_only
c112844-g1	c112844-g1	c112844-g1	NA	NA	NA	trinity_only	c112844-g1	trinity_only
c112845-g1	c112845-g1 hs-ERCC6L2-AS1,LOC554249	Ercc6l2-as1*	hs-ERCC6L2-AS1,LOC554249	NA	NA	symbol	Ercc6l2-as1*	Gene_short_automated
c112846-g1	c112846-g1	c112846-g1	NA	NA	NA	trinity_only	c112846-g1	trinity_only
c112847-g1	c112847-g1	c112847-g1	NA	NA	NA	trinity_only	c112847-g1	trinity_only
c112848-g1	c112848-g1 (NHL repeat) - emapper OG	NHL repeat	NA	NA	NA	description	NHL repeat	Gene_short_automated
c112849-g1	c112849-g1	c112849-g1	NA	NA	NA	trinity_only	c112849-g1	trinity_only
c112850-g1	c112850-g1	c112850-g1	NA	NA	NA	trinity_only	c112850-g1	trinity_only
c112851-g1	c112851-g1	c112851-g1	NA	NA	NA	trinity_only	c112851-g1	trinity_only
c112852-g1	c112852-g1 2-to-1 PPIH peptidylprolyl isomerase H	Ppih	hs-PPIH	NA	NA	symbol	Ppih	Gene_short_automated
c112853-g1	c112853-g1	c112853-g1	NA	NA	NA	trinity_only	c112853-g1	trinity_only
c112854-g1	c112854-g1	c112854-g1	NA	NA	NA	trinity_only	c112854-g1	trinity_only
c112855-g1	c112855-g1	c112855-g1	NA	NA	NA	trinity_only	c112855-g1	trinity_only
c112856-g1	c112856-g1	c112856-g1	NA	NA	NA	trinity_only	c112856-g1	trinity_only
c112857-g1	c112857-g1	c112857-g1	NA	NA	NA	trinity_only	c112857-g1	trinity_only
c112858-g1	c112858-g1	c112858-g1	NA	NA	NA	trinity_only	c112858-g1	trinity_only
c112859-g1	c112859-g1	c112859-g1	NA	NA	NA	trinity_only	c112859-g1	trinity_only
c112860-g1	c112860-g1 TRIM2 (tripartite motif containing 2) - blastp	Trim2	NA	NA	NA	symbol	Trim2 K	Gene_short_automated+suffix
c112862-g1	c112862-g1	c112862-g1	NA	NA	NA	trinity_only	c112862-g1	trinity_only
c112863-g1	c112863-g1	c112863-g1	NA	NA	NA	trinity_only	c112863-g1	trinity_only
c112864-g1	c112864-g1	c112864-g1	NA	NA	NA	trinity_only	c112864-g1	trinity_only
c112865-g1	c112865-g1	c112865-g1	NA	NA	NA	trinity_only	c112865-g1	trinity_only
c112867-g1	c112867-g1	c112867-g1	NA	NA	NA	trinity_only	c112867-g1	trinity_only
c112868-g1	c112868-g1 hs-FAM24B,GAPT,SCIMP,LST1,FAM163A,FAM163B,RHEX	Fam24b*	hs-FAM24B,GAPT,SCIMP,LST1,FAM163A,FAM163B,RHEX	NA	NA	symbol	Fam24b*	Gene_short_automated
c112870-g1	c112870-g1	c112870-g1	NA	NA	NA	trinity_only	c112870-g1	trinity_only
c112871-g1	c112871-g1	c112871-g1	NA	NA	NA	trinity_only	c112871-g1	trinity_only
c112872-g1	c112872-g1	c112872-g1	NA	NA	NA	trinity_only	c112872-g1	trinity_only
c112873-g1	c112873-g1	c112873-g1	NA	NA	NA	trinity_only	c112873-g1	trinity_only
c112874-g1	c112874-g1 hs-ERLN	Erln*	hs-ERLN	NA	NA	symbol	Erln*	Gene_short_automated
c112875-g1	c102718-g3 (Inherit from KOG: Retrotransposon protein) - emapper OG	Retrotransposon protein	NA	NA	NA	description	Retrotransposon protein	Gene_short_automated
c112876-g1	c112876-g1	c112876-g1	NA	NA	NA	trinity_only	c112876-g1	trinity_only
c112877-g1	c112877-g1	c112877-g1	NA	NA	NA	trinity_only	c112877-g1	trinity_only
c112878-g1	c112878-g1	c112878-g1	NA	NA	NA	trinity_only	c112878-g1	trinity_only
c112879-g1	c112879-g1	c112879-g1	NA	NA	NA	trinity_only	c112879-g1	trinity_only
c112880-g1	c112880-g1	c112880-g1	NA	NA	NA	trinity_only	c112880-g1	trinity_only
c112881-g1	c112881-g1	c112881-g1	NA	NA	NA	trinity_only	c112881-g1	trinity_only
c112882-g1	c112882-g1	c112882-g1	NA	NA	NA	trinity_only	c112882-g1	trinity_only
c112883-g1	c112883-g1	c112883-g1	NA	NA	NA	trinity_only	c112883-g1	trinity_only
c112884-g1	c112884-g1	c112884-g1	NA	NA	NA	trinity_only	c112884-g1	trinity_only
c112886-g1	c112886-g1	c112886-g1	NA	NA	NA	trinity_only	c112886-g1	trinity_only
c112888-g1	c112888-g1	c112888-g1	NA	NA	NA	trinity_only	c112888-g1	trinity_only
c112889-g1	c112889-g1	c112889-g1	NA	NA	NA	trinity_only	c112889-g1	trinity_only
c112890-g1	c112890-g1	c112890-g1	NA	NA	NA	trinity_only	c112890-g1	trinity_only
c112891-g1	c105344-g1 1-to-1 TUBGCP2 tubulin gamma complex associated protein 2	Tubgcp2	NA	NA	NA	symbol	Tubgcp2	Gene_short_automated
c112892-g1	c112892-g1	c112892-g1	NA	NA	NA	trinity_only	c112892-g1	trinity_only
c112893-g1	c112893-g1	c112893-g1	NA	NA	NA	trinity_only	c112893-g1	trinity_only
c112894-g1	c112894-g1	c112894-g1	NA	NA	NA	trinity_only	c112894-g1	trinity_only
c112895-g1	c112895-g1	c112895-g1	NA	NA	NA	trinity_only	c112895-g1	trinity_only
c112896-g1	c112896-g1	c112896-g1	NA	NA	NA	trinity_only	c112896-g1	trinity_only
c112898-g1	c112898-g1	c112898-g1	NA	NA	NA	trinity_only	c112898-g1	trinity_only
c112899-g1	c112899-g1	c112899-g1	NA	NA	NA	trinity_only	c112899-g1	trinity_only
c112900-g1	c112900-g1 Tmem275, Mus musculus	Tmem275*	Tmem275, Mus musculus	NA	NA	symbol	Tmem275*	Gene_short_automated
c112901-g1	c112901-g1	c112901-g1	NA	NA	NA	trinity_only	c112901-g1	trinity_only
c112903-g1	c112903-g1	c112903-g1	NA	NA	NA	trinity_only	c112903-g1	trinity_only
c112904-g1	c112904-g1	c112904-g1	NA	NA	NA	trinity_only	c112904-g1	trinity_only
c112905-g1	c112905-g1	c112905-g1	NA	NA	NA	trinity_only	c112905-g1	trinity_only
c112906-g1	c112906-g1	c112906-g1	NA	NA	NA	trinity_only	c112906-g1	trinity_only
c112907-g1	c112907-g1	c112907-g1	NA	NA	NA	trinity_only	c112907-g1	trinity_only
c112908-g1	c112908-g1	c112908-g1	NA	NA	NA	trinity_only	c112908-g1	trinity_only
c112909-g1	c112909-g1	c112909-g1	NA	NA	NA	trinity_only	c112909-g1	trinity_only
c112910-g1	c112910-g1	c112910-g1	NA	NA	NA	trinity_only	c112910-g1	trinity_only
c112911-g1	c112911-g1	c112911-g1	NA	NA	NA	trinity_only	c112911-g1	trinity_only
c112912-g1	c112912-g1	c112912-g1	NA	NA	NA	trinity_only	c112912-g1	trinity_only
c112913-g1	c112913-g1	c112913-g1	NA	NA	NA	trinity_only	c112913-g1	trinity_only
c112914-g1	c112914-g1	c112914-g1	NA	NA	NA	trinity_only	c112914-g1	trinity_only
c112915-g1	c112915-g1	c112915-g1	NA	NA	NA	trinity_only	c112915-g1	trinity_only
c112916-g1	c112916-g1	c112916-g1	NA	NA	NA	trinity_only	c112916-g1	trinity_only
c112917-g1	c112917-g1	c112917-g1	NA	NA	NA	trinity_only	c112917-g1	trinity_only
c112918-g1	c112918-g1	c112918-g1	NA	NA	NA	trinity_only	c112918-g1	trinity_only
c112919-g1	c112919-g1 1-to-1 MAU2 MAU2 sister chromatid cohesion factor	Mau2	hs-TTC24,GPSM2	NA	NA	symbol	Mau2	Gene_short_automated
c112920-g1	c112920-g1	c112920-g1	NA	NA	NA	trinity_only	c112920-g1	trinity_only
c112921-g1	c112921-g1	c112921-g1	NA	NA	NA	trinity_only	c112921-g1	trinity_only
c112922-g1	c112922-g1	c112922-g1	NA	NA	NA	trinity_only	c112922-g1	trinity_only
c112923-g1	c112923-g1	c112923-g1	NA	NA	NA	trinity_only	c112923-g1	trinity_only
c112924-g1	c112924-g1	c112924-g1	NA	NA	NA	trinity_only	c112924-g1	trinity_only
c112925-g1	c112925-g1	c112925-g1	NA	NA	NA	trinity_only	c112925-g1	trinity_only
c112926-g1	c112926-g1	c112926-g1	NA	NA	NA	trinity_only	c112926-g1	trinity_only
c112927-g1	c112927-g1	c112927-g1	NA	NA	NA	trinity_only	c112927-g1	trinity_only
c112928-g1	c112928-g1	c112928-g1	NA	NA	NA	trinity_only	c112928-g1	trinity_only
c112929-g1	c112929-g1	c112929-g1	NA	NA	NA	trinity_only	c112929-g1	trinity_only
c112930-g1	c112930-g1	c112930-g1	NA	NA	NA	trinity_only	c112930-g1	trinity_only
c112931-g1	c112931-g1	c112931-g1	NA	NA	NA	trinity_only	c112931-g1	trinity_only
c112932-g1	c112932-g1	c112932-g1	NA	NA	NA	trinity_only	c112932-g1	trinity_only
c112933-g1	c112933-g1	c112933-g1	NA	NA	NA	trinity_only	c112933-g1	trinity_only
c112934-g1	c112934-g1	c112934-g1	NA	NA	NA	trinity_only	c112934-g1	trinity_only
c112935-g1	c112935-g1	c112935-g1	NA	NA	NA	trinity_only	c112935-g1	trinity_only
c112936-g1	c112936-g1	c112936-g1	NA	NA	NA	trinity_only	c112936-g1	trinity_only
c112937-g1	c105158-g1 1-to-1 FANCD2 Fanconi anemia complementation group D2	Fancd2	NA	NA	NA	symbol	Fancd2	Gene_short_automated
c112938-g1	c112938-g1	c112938-g1	NA	NA	NA	trinity_only	c112938-g1	trinity_only
c112939-g1	c112939-g1	c112939-g1	NA	NA	NA	trinity_only	c112939-g1	trinity_only
c11294-g1	c11294-g1	c11294-g1	NA	NA	NA	trinity_only	c11294-g1	trinity_only
c112941-g1	c112941-g1	c112941-g1	NA	NA	NA	trinity_only	c112941-g1	trinity_only
c112942-g1	c112942-g1	c112942-g1	NA	NA	NA	trinity_only	c112942-g1	trinity_only
c112943-g1	c112943-g1 Ahsp, Mus musculus	Ahsp*	Ahsp, Mus musculus	NA	NA	symbol	Ahsp*	Gene_short_automated
c112944-g1	c112944-g1 dnaN, Actinobacillus pleuropneumoniae	Dnan*	dnaN, Actinobacillus pleuropneumoniae	NA	NA	symbol	Dnan*	Gene_short_automated
c112945-g1	c112945-g1	c112945-g1	NA	NA	NA	trinity_only	c112945-g1	trinity_only
c112946-g1	c112946-g1	c112946-g1	NA	NA	NA	trinity_only	c112946-g1	trinity_only
c112947-g1	c112947-g1	c112947-g1	NA	NA	NA	trinity_only	c112947-g1	trinity_only
c112948-g1	c112948-g1	c112948-g1	NA	NA	NA	trinity_only	c112948-g1	trinity_only
c112949-g1	c112949-g1	c112949-g1	NA	NA	NA	trinity_only	c112949-g1	trinity_only
c112950-g1	c112950-g1	c112950-g1	NA	NA	NA	trinity_only	c112950-g1	trinity_only
c112951-g1	c112951-g1	c112951-g1	NA	NA	NA	trinity_only	c112951-g1	trinity_only
c112952-g1	c112952-g1	c112952-g1	NA	NA	NA	trinity_only	c112952-g1	trinity_only
c112954-g1	c112954-g1 DRD5, Macaca mulatta	Drd5*	DRD5, Macaca mulatta	NA	NA	symbol	Drd5*	Gene_short_automated
c112955-g1	c112955-g1	c112955-g1	NA	NA	NA	trinity_only	c112955-g1	trinity_only
c112956-g1	c112956-g1	c112956-g1	NA	NA	NA	trinity_only	c112956-g1	trinity_only
c112957-g1	c112957-g1	c112957-g1	NA	NA	NA	trinity_only	c112957-g1	trinity_only
c112958-g1	c112958-g1	c112958-g1	NA	NA	NA	trinity_only	c112958-g1	trinity_only
c112959-g1	c112959-g1	c112959-g1	NA	NA	NA	trinity_only	c112959-g1	trinity_only
c11296-g1	c11296-g1	c11296-g1	NA	NA	NA	trinity_only	c11296-g1	trinity_only
c112960-g1	c112960-g1 1-to-1 CEP162 centrosomal protein 162	Cep162	NA	NA	NA	symbol	Cep162	Gene_short_automated
c112961-g1	c112961-g1	c112961-g1	NA	NA	NA	trinity_only	c112961-g1	trinity_only
c112962-g1	c112962-g1	c112962-g1	NA	NA	NA	trinity_only	c112962-g1	trinity_only
c112963-g1	c112963-g1	c112963-g1	NA	NA	NA	trinity_only	c112963-g1	trinity_only
c112964-g1	c112964-g1	c112964-g1	NA	NA	NA	trinity_only	c112964-g1	trinity_only
c112965-g1	c112965-g1	c112965-g1	NA	NA	NA	trinity_only	c112965-g1	trinity_only
c112966-g1	c112966-g1	c112966-g1	NA	NA	NA	trinity_only	c112966-g1	trinity_only
c112967-g1	c112967-g1 AF_1524, Archaeoglobus fulgidus (strain ATCC 49558..	Af_1524*	AF_1524, Archaeoglobus fulgidus (strain ATCC 49558..	NA	NA	symbol	Af_1524*	Gene_short_automated
c112968-g1	c112968-g1	c112968-g1	NA	NA	NA	trinity_only	c112968-g1	trinity_only
c112969-g1	c110596-g1 1-to-1 C2CD3 C2 calcium dependent domain containing 3	C2cd3	NA	NA	NA	symbol	C2cd3	Gene_short_automated
c112970-g1	c112970-g1	c112970-g1	NA	NA	NA	trinity_only	c112970-g1	trinity_only
c112971-g1	c112971-g1	c112971-g1	NA	NA	NA	trinity_only	c112971-g1	trinity_only
c112972-g1	c112972-g1	c112972-g1	NA	NA	NA	trinity_only	c112972-g1	trinity_only
c112973-g1	c112973-g1 hs-TMEM116	Tmem116*	hs-TMEM116	NA	NA	symbol	Tmem116* K	Gene_short_automated+suffix
c112974-g1	c112974-g1	c112974-g1	NA	NA	NA	trinity_only	c112974-g1	trinity_only
c112975-g1	c112975-g1 OPG128, Monkeypox virus	Opg128*	OPG128, Monkeypox virus	NA	NA	symbol	Opg128*	Gene_short_automated
c112976-g1	c112976-g1	c112976-g1	NA	NA	NA	trinity_only	c112976-g1	trinity_only
c112977-g1	c112977-g1	c112977-g1	NA	NA	NA	trinity_only	c112977-g1	trinity_only
c112978-g1	c112978-g1	c112978-g1	NA	NA	NA	trinity_only	c112978-g1	trinity_only
c112979-g1	c112979-g1	c112979-g1	NA	NA	NA	trinity_only	c112979-g1	trinity_only
c112980-g1	c112980-g1	c112980-g1	NA	NA	NA	trinity_only	c112980-g1	trinity_only
c112981-g1	c112981-g1 OST5, Saccharomyces cerevisiae (strain ATCC 204508..	Ost5*	OST5, Saccharomyces cerevisiae (strain ATCC 204508..	NA	NA	symbol	Ost5*	Gene_short_automated
c112982-g1	c112982-g1	c112982-g1	NA	NA	NA	trinity_only	c112982-g1	trinity_only
c112983-g1	c112983-g1 hs-ALKAL1,DEFA4,CALCB	Alkal1*	hs-ALKAL1,DEFA4,CALCB	NA	NA	symbol	Alkal1*	Gene_short_automated
c112984-g1	c112984-g1	c112984-g1	NA	NA	NA	trinity_only	c112984-g1	trinity_only
